Company,Title,States,Date Issued,Recall Reason,Recall Status,Recall Classification
"Van Oriental Food, Inc.",Van Oriental Foods Inc. Retira Productos De Rollo Primavera De Cerdo Debido A Una Posible Contaminacin Con Materia Extraa,,,Product Contamination,Closed Recall,Class II
,"Win Opportunity Knocks Recalls Fresh and Frozen, Raw Ground Beef Products Due to Possible E. coli O45, O103 and O145 Contamination",,,,Closed Recall,Class I
,"Win Opportunity Knocks Retira Productos Frescos Y Congelados De Carne De Res Molida Cruda, Debido A Una Posible Contaminacin Con E. Coli O45, O103 Y O145",,,,Closed Recall,Class I
Star Natural Meats LLC,"Star Natural Meats, LLC Recalls Raw Pork Sausage Products due to Misbranding and Undeclared Allergens",,,"Misbranding, Unreported Allergens",Closed Recall,Class I
Star Natural Meats LLC,"Star Natural Meats, LLC Retira Productos De Salchicha De Cerdo Debido A Un Error De Rotulacin Y Alrgenos No Declarados",,,"Misbranding, Unreported Allergens",Closed Recall,Class I
Stone Ridge Wholesale Division LLC,Recall Notification Report 067-2018 (Pork and Beef Bologna Products),Wisconsin,2021-05-13,Mislabeling,Closed Recall,Class III
Stone Ridge Wholesale Division LLC,Stoneridge Wholesale Division LLS. Retira Productos De Bolonia De Cerdo Y Res Debido A Un Error De Rotulacin,Wisconsin,,Mislabeling,Closed Recall,Class III
Taylor Farms Northwest LLC,"Taylor Farms Northwest, LLC Recalls Ready-To-Eat Meatloaf Products Due To Misbranding and Undeclared Allergens","Oregon, Washington",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Taylor Farms Northwest LLC,"Taylor Farms Northwest, LLC Retira Productos De Pastel De Carne Listos Para Consumir Debido A Errores De Rotulacin Y Alrgenos No Declarados","Oregon, Washington",,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Taylor Farms Illinois, Inc","Taylor Farms Illinois, Inc. Recalls Beef and Pork Meatloaf Products Due To Misbranding and Undeclared Allergens","Alabama, Arkansas, Kentucky, Mississippi, Ohio, Tennessee",,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Taylor Farms Illinois, Inc","Taylor Farms Illinois, Inc. Retira Productos De Pastel De Carne Y Cerdo Debido A Errores De Rotulacin Y Alrgenos No Declarados","Alabama, Arkansas, Kentucky, Mississippi, Ohio, Tennessee",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Cargill Meat Solutions,Cargill Meat Solutions Recalls Ground Beef Products due to Possible E. coli O157:H7 Contamination,"California, Colorado",,Product Contamination,Closed Recall,Class I
Cargill Meat Solutions,Cargill Meat Solutions Retira Los Productos De Carne Molida Debido A Posible Contaminacin De E. coli O157:H7,"California, Colorado",,Product Contamination,Closed Recall,Class I
"Publix Supermarkets, Inc., Deli Plant",Publix Super Markets Inc. Recalls Ground Chuck Products Due To Possible E. coli O26 Contamination,Florida,,Product Contamination,Closed Recall,Class I
"Publix Supermarkets, Inc., Deli Plant",Publix Super Markets Inc. Retira Productos De Aguja/Mandril Molida Debido A Una Posible Contaminacin De E.coli O26,Florida,,Product Contamination,Closed Recall,Class I
,Olufela Yemitan Recalls Siluriformes Products Distributed Without Benefit of Import Inspection,Texas,,Produced Without Benefit of Inspection,Closed Recall,Class I
,Yemitan Olufela Retira Productos Siluriformes Distribuidos Sin Beneficio De La Inspeccin De Importaciones,Texas,,Produced Without Benefit of Inspection,Closed Recall,Class I
J T M Provisions Company,J.T.M. Provisions Company Recalls Cooked Ground Beef Products  Due To Possible Listeria Contamination,California,,Product Contamination,Closed Recall,Class I
J T M Provisions Company,J.T.M. Provisions Company Retira Productos De Carne Molida Cocidos Debido A Una Posible Contaminacin Con Listeria,California,,Product Contamination,Closed Recall,Class I
"Bahar, LLC","Bahar LLC Recalls Frozen, Raw Beef Dumpling Products Produced without Benefit of Inspection",New Jersey,,Produced Without Benefit of Inspection,Closed Recall,Class I
"Bahar, LLC",Bahar LLC Retira Productos De Albndigas De Carne Cruda Congelada Producidos Sin El Beneficio De La Inspeccin,New Jersey,,Produced Without Benefit of Inspection,Closed Recall,Class I
"Caito Foods, LLC","Caito Foods, LLC Recalls Chicken Salad Products due to Misbranding and an Undeclared Allergen","Illinois, Indiana, Kentucky, Ohio",2020-05-04,"Misbranding, Unreported Allergens",Closed Recall,Class I
"Caito Foods, LLC","Caito Foods, LLC Retira Productos De Ensalada De Pollo Debido A Un Error De Rotulacin Y Un Alrgeno No Declarado","Illinois, Indiana, Kentucky, Ohio",2020-05-04,"Misbranding, Unreported Allergens",Closed Recall,Class I
NEW YORK STYLE SAUSAGE CO.,New York Style Sausage Co. Recalls Raw Chorizo Sausage Products due to Misbranding and an Undeclared Ingredient,,,"Misbranding, Unreported Allergens",Closed Recall,Class II
NEW YORK STYLE SAUSAGE CO.,New York Style Sausage Co. Retira Productos De Salchicha De Chorizo Crudo Debido A Un Error De Rotulacin Y Un Ingrediente No Declarado,,,"Misbranding, Unreported Allergens",Closed Recall,Class II
Wayne Farms LLC,"Wayne Farms, LLC Recalls Fully Cooked Chicken Products due to Possible Foreign Matter Contamination",,,Product Contamination,Closed Recall,Class I
Wayne Farms LLC,"Wayne Farms, LLC Retira Productos De Pollo Totalmente Cocidos Debido A Una Posible Contaminacin Con Materia Extraa",,,Product Contamination,Closed Recall,Class I
,"Roya Foods, LLC Recalls Halal Manti Beef Dumpling Products Produced Without Benefit of Inspection","Maryland, Massachusetts, Minnesota, New Jersey, New York",,Produced Without Benefit of Inspection,Closed Recall,Class I
,"Roya Foods, LLC Retira Productos De Masa Hervida Manti De Carne De Res Halal Producidos Sin El Beneficio De La Inspeccin","Maryland, Massachusetts, Minnesota, New Jersey, New York",,Produced Without Benefit of Inspection,Closed Recall,Class I
CTI Foods LLC.,CTI Foods LLC Recalls Ready-To-Eat Philly Steak Products Due to Possible Listeria Contamination,Ohio,,,Closed Recall,Class I
CTI Foods LLC.,CTI Foods LLC Retira Productos De Filete Philly Listos Para Consumir Debido A Una Posible Contaminacin Con Listeria,Ohio,,,Closed Recall,Class I
"BEF Foods, Inc.",Bob Evans Farms Inc. Recalls Pork Sausage Link Products due to Possible Foreign Matter Contamination,Ohio,2020-08-17,Product Contamination,Closed Recall,Class II
"BEF Foods, Inc.",Bob Evans Farms Inc. Retira Productos De Salchicha De Cerdo Debido A Una Posible Contaminacin Con Materia Extraa,Ohio,2020-08-17,Product Contamination,Closed Recall,Class II
Cargill Meat Solutions,Cargill Meat Solutions Recalls Ground Beef Products due to Possible E. coli O26 Contamination,,,Product Contamination,Closed Recall,Class I
Cargill Meat Solutions,Cargill Meat Solutions Retira Productos De Carne Molida Debido A Una Posible Contaminacin De E. Coli O26,,,Product Contamination,Closed Recall,Class I
Zweigle&#039;s Inc.,Zweigle&#039;s Inc. Recalls Olive Loaf Pork Products due to Sodium Nitrite Levels in Excess of Regulatory Limit,New York,,Unfit for Human Consumption,Closed Recall,Class II
Zweigle&#039;s Inc.,Zweigle&#039;s Inc. Retira Productos De Pan De Oliva De Cerdo Debido A Los Niveles De Nitrito De Sodio Por Encima Del Lmite Reglamentario,New York,,Unfit for Human Consumption,Closed Recall,Class II
Junior&#039;s Smokehouse Processing Plant,Junior&#039;s Smokehouse Processing Plant Recalls Beef Jerky Products due to Possible Foreign Matter Contamination,Texas,,Product Contamination,Closed Recall,Class II
Junior&#039;s Smokehouse Processing Plant,La Planta De Procesamiento Junior&#039;s Smokehouse Retira Productos De Cesina De Res Debido A La Posible Contaminacin De Materia Extraa,Texas,,Product Contamination,Closed Recall,Class II
,Johnston County Hams Recalls Ready-To-Eat Ham Products Due to Possible Listeria Contamination,"Maryland, New York, North Carolina, South Carolina, Virginia",2020-05-27,Product Contamination,Closed Recall,Class I
,Johnston County Hams Retira Productos De Jamn Listos Para El Consumo Debido A Una Posible Contaminacin Con Listeria,"Maryland, New York, North Carolina, South Carolina, Virginia",2020-05-27,Product Contamination,Closed Recall,Class I
JBS Tolleson Inc.,"JBS Tolleson, Inc. Recalls Raw Beef Products Due to Possible Salmonella Newport Contamination",,,Product Contamination,Closed Recall,Class I
JBS Tolleson Inc.,"JBS Tolleson, Inc. Retira Productos De Carne De Res Cruda Debido A Una Posible Contaminacin Con Salmonella Newport",,,Product Contamination,Closed Recall,Class I
Compass Group/Canteen,Canteen/Covenco Recalls Ready-To-Eat Breaded Chicken Products Due to Misbranding and Undeclared Allergens,"Maryland, New Jersey, New York, Pennsylvania",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Compass Group/Canteen,Canteen/Covenco Retira Productos De Milanesa De Pollo Listos Para El Consumo Debido A Errores De Rotulacin Y Alergenos No Declarados,"Maryland, New Jersey, New York, Pennsylvania",,"Misbranding, Unreported Allergens",Closed Recall,Class I
Ukrop&#039;s Homestyle Foods,Ukrop&#039;s Homestyle Foods Recalls Ready-To-Eat Meat and Poultry Products Due to Possible Listeria Contamination,"Kentucky, Ohio, Tennessee, Virginia, West Virginia",2020-05-04,Product Contamination,Closed Recall,Class I
Ukrop&#039;s Homestyle Foods,Ukrop&#039;s Homestyle Foods Retira Productos De Carne Y Avicultura Listos Para El Consumo Por La Posible Contaminacin De Listeria,"Kentucky, Ohio, Tennessee, Virginia, West Virginia",2020-05-04,Product Contamination,Closed Recall,Class I
"Malone&#039;s Fine Sausage, Inc.","Malone&#039;s Fine Sausage, Inc. Recalls Pork Head Cheese Products due to Possible Listeria Contamination","Illinois, Michigan, Wisconsin",,Product Contamination,Closed Recall,Class I
"Malone&#039;s Fine Sausage, Inc.","Malone&#039;s Fine Sausage, Inc. Retira Productos De Queso De Cabeza De Cerdo Debido A Una Posible Contaminacin De Listeria","Illinois, Michigan, Wisconsin",,Product Contamination,Closed Recall,Class I
,Jerky Boyz Chicken Jerky Recalls Chicken Jerky Products due to Possible Processing Deviation,Tennessee,,Processing Defect,Closed Recall,Class I
,Jerky Boyz Chicken Jerky Retira Productos De Jerky De Pollo Debido A Una Posible Desviacin Durante El Procesamiento,Tennessee,,Processing Defect,Closed Recall,Class I
,Valley Fine Foods Recalls Meat and Poultry Products due to Possible Adulteration,"California, Connecticut, Maryland, Massachusetts, Michigan, North Carolina",2020-05-04,Product Contamination,Closed Recall,Class II
,Valley Fine Foods Retira Productos De Carne De Res Y Aves Debido A Una Posible Adulteracin,"California, Connecticut, Maryland, Massachusetts, Michigan, North Carolina",2020-05-04,Product Contamination,Closed Recall,Class II
"A La Carte Foods Properties, LLC","A La Carte Foods Properties, LLC Recalls Meat and Poultry Products Containing Meat Produced without Benefit of Inspection","Louisiana, Texas",,Produced Without Benefit of Inspection,Closed Recall,Class I
,Prime Deli Corporation Recalls Salads Containing Meat Products due to Possible Salmonella and Listeria monocytogenes Contamination in Corn,Texas,,Product Contamination,Closed Recall,Class I
,Prime Deli Corporation Retira Ensaladas Que Contengan Productos De Carne Por Una Posible Contaminacin De Salmonela Y Listeria Monocytogenes En Maz,Texas,,Product Contamination,Closed Recall,Class I
"GH Foods CA, LLC","GH Foods CA, LLC Recalls Salads Containing Chicken Products due to Possible Salmonella and Listeria monocytogenes Contamination In Corn",California,,Product Contamination,Closed Recall,Class I
"GH Foods CA, LLC","GH Foods CA, LLC Retira Ensaladas Que Contienen Productos De Pollo Por Una Posible Contaminacin De Salmonela Y Listeria Monocytogenes En El Maz",California,,Product Contamination,Closed Recall,Class I
"Mary&#039;s Harvest Fresh Foods, Inc.","Mary&#039;s Harvest Fresh Foods, Inc. Recalls Wrap and Salad Meat Products due to Possible Salmonella and Listeria monocytogenes Contamination In Corn","Idaho, Oregon, Washington",,Product Contamination,Closed Recall,Class I
"Mary&#039;s Harvest Fresh Foods, Inc.","Mary&#039;s Harvest Fresh Foods, Inc. Retira Los Productos Wrap Y Ensalada De Carne Por Una Posible Contaminacin De Salmonella Y Listeria Monocytogenes En El Maz","Idaho, Oregon, Washington",,Product Contamination,Closed Recall,Class I
Taylor Farms Northwest LLC,Taylor Farms Northwest LLC Recalls Pork Carnitas Bowl Products due to Possible Salmonella and Listeria monocytogenes Contamination In Tomatillos,"Oregon, Washington",,Product Contamination,Closed Recall,Class I
Taylor Farms Northwest LLC,Taylor Farms Northwest LLC Retira Productos De Bol De Carnitas De Cerdo Debido A Una Posible Contaminacin Con Salmonella Y Listeria Monocytogenes En Los Tomatillos,"Oregon, Washington",,Product Contamination,Closed Recall,Class I
"GHSE, LLC","GHSE, LLC Recalls Salads Containing Meat Products due to Possible Salmonella and Listeria monocytogenes Contamination In Corn","Florida, Georgia, South Carolina",,Product Contamination,Closed Recall,Class I
"GHSE, LLC","GHSE, LLC Retira Ensaladas Que Contienen Productos De Carne De Res Debido A Una Posible Contaminacin Del Maz Con Salmonella Y Listeria Monocytogenes","Florida, Georgia, South Carolina",,Product Contamination,Closed Recall,Class I
"GHSW, LLC","GHSW, LLC Recalls Salad Products  Due To Possible Salmonella And Listeria monocytogenes Contamination In Corn","Colorado, Louisiana, New Mexico, Oklahoma, Tennessee, Texas",,Product Contamination,Closed Recall,Class I
"GHSW, LLC","GHSW, LLC Retira Productos De Ensalada Debido A Una Posible Contaminacin De Salmonela Y Listeria Monocytogenes En El  Maz","Colorado, Louisiana, New Mexico, Oklahoma, Tennessee, Texas",,Product Contamination,Closed Recall,Class I
"Ruiz Food Products, Inc.","Ruiz Food Products, Inc. Recalls Beef and Poultry Products due to Possible Salmonella and Listeria monocytogenes Contamination in Onion Ingredient",,,Product Contamination,Closed Recall,Class I
"Ruiz Food Products, Inc.","Ruiz Food Products, Inc. Retira Productos De Carne Y Aves Debido A Una Posible Contaminacin De Salmonella Y Listeria Monocytogenes En Los Ingredientes De Cebolla",,,Product Contamination,Closed Recall,Class I
"Buddy&#039;s Kitchen, Inc.","Buddy&#039;s Kitchen, Inc. Recalls Pork and Chicken Products due to Possible Salmonella and Listeria monocytogenes Contamination in Vegetables","Arizona, California, Georgia, Illinois, Minnesota, Missouri, New Jersey",,,Closed Recall,Class I
"Buddy&#039;s Kitchen, Inc.","Buddy&#039;s Kitchen, Inc. Retira Productos De Cerdo Y Pollo Debido A Una Posible Contaminacin De Salmonela Y Listeria Monocytogenes En Las Verduras","Arizona, California, Georgia, Illinois, Minnesota, Missouri, New Jersey",,,Closed Recall,Class I
"Caito Foods, LLC","Caito Foods, LLC Recalls Salad And Bowl Products Made With Chicken Due To Possible Salmonella and Listeria monocytogenes Contamination In Corn","Illinois, Indiana, Michigan, Minnesota, Missouri",2020-05-04,Product Contamination,Closed Recall,Class I
"Caito Foods, LLC","Caito Foods, LLC Retira Productos De Ensalada Y Productos De Recipiente Hechos Con Pollo Debido A Una Posible Contaminacin De Salmonela Y Listeria Monocytogenes En Contaminacin En El Maz","Illinois, Indiana, Michigan, Minnesota, Missouri",2020-05-04,Product Contamination,Closed Recall,Class I
,Envolve Foods Recalls Chicken and Beef Products due to Possible Salmonella and Listeria monocytogenes Contamination in Vegetables,,,Product Contamination,Closed Recall,Class I
,Envolve Foods Retira Productos De Pollo Y Carne De Res Debido A Una Posible Contaminacin De Salmonela Y Listeria Monocytogenes En Las Verduras,,,Product Contamination,Closed Recall,Class I
